1601100154554,0.08964439,-0.04528938,-0.055127725,0.9934152,0.0
1601100154554,0.08964439,-0.04528938,-0.055127725,0.9934152,0.0
1601100154555,0.08964439,-0.04528938,-0.055127725,0.9934152,0.0
1601100154555,0.08964439,-0.04528938,-0.055127725,0.9934152,0.0
1601100154556,0.0985633,-0.04979531,-0.060612496,0.99203426,0.0
1601100154556,0.0985633,-0.04979531,-0.060612496,0.99203426,0.0
1601100154557,0.0985633,-0.04979531,-0.060612496,0.99203426,0.0
1601100154558,0.0985633,-0.04979531,-0.060612496,0.99203426,0.0
1601100154565,0.0985633,-0.04979531,-0.060612496,0.99203426,0.0
1601100154566,0.09945448,-0.050245546,-0.06116054,0.9918889,0.0
1601100154568,0.09945448,-0.050245546,-0.06116054,0.9918889,0.0
1601100154573,0.09945448,-0.050245546,-0.06116054,0.9918889,0.0
1601100154577,0.09945448,-0.050245546,-0.06116054,0.9918889,0.0
1601100154580,0.09945448,-0.050245546,-0.06116054,0.9918889,0.0
1601100154585,0.0995436,-0.050290573,-0.061215345,0.99187434,0.0
1601100154589,0.0995436,-0.050290573,-0.061215345,0.99187434,0.0
1601100154595,0.0995436,-0.050290573,-0.061215345,0.99187434,0.0
1601100154598,0.09955251,-0.050295077,-0.061220825,0.9918729,0.0
1601100154602,0.09955251,-0.050295077,-0.061220825,0.9918729,0.0
1601100154606,0.099553406,-0.050295528,-0.061221376,0.9918727,0.0
1601100154611,0.099553406,-0.050295528,-0.061221376,0.9918727,0.0
1601100154616,0.099553406,-0.050295528,-0.061221376,0.9918727,0.0
1601100154618,0.099553406,-0.050295528,-0.061221376,0.9918727,0.0
1601100154624,0.099553406,-0.050295528,-0.061221376,0.9918727,0.0
1601100154632,0.099553496,-0.050295573,-0.06122143,0.9918727,0.0
1601100154633,0.099553496,-0.050295573,-0.06122143,0.9918727,0.0
1601100154635,0.099553496,-0.050295573,-0.06122143,0.9918727,0.0
1601100154640,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154643,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154648,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154653,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154660,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154661,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154664,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154669,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154676,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154678,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154682,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154685,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154692,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154695,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154698,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154702,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154710,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154712,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154715,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154718,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154727,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154728,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154731,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154736,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154740,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154744,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154748,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154753,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154764,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154765,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154767,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154768,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154776,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154777,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154781,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154786,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154794,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154795,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154797,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154803,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154812,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154813,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154815,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154818,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154824,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
1601100154827,0.0995535,-0.050295576,-0.061221436,0.9918727,0.0
